time,temperature,pressure,humidity,altitude
"2014/11/30 140:0:0", 23.84, 0.92, 20.00, 803.46
"2014/11/30 140:0:0", 23.84, 0.92, 20.00, 803.37
"2014/11/30 140:0:0", 23.83, 0.92, 20.00, 803.46
"2014/11/30 140:0:0", 23.83, 0.92, 20.00, 803.55
"2014/11/30 140:0:0", 23.83, 0.92, 20.00, 803.55
"2014/11/30 140:0:0", 23.83, 0.92, 20.00, 803.63
"2014/11/30 140:0:0", 23.83, 0.92, 20.00, 803.72
"2014/11/30 140:0:0", 23.82, 0.92, 20.00, 803.72
"2014/11/30 140:0:0", 23.82, 0.92, 20.00, 803.46
"2014/11/30 140:0:0", 23.82, 0.92, 20.00, 803.55
"2014/11/30 140:0:0", 23.82, 0.92, 20.00, 803.55
"2014/11/30 140:0:0", 23.83, 0.92, 20.00, 803.63
"2014/11/30 140:0:0", 23.84, 0.92, 20.00, 803.72
"2014/11/30 140:0:0", 23.84, 0.92, 21.00, 803.63
"2014/11/30 140:0:0", 23.84, 0.92, 21.00, 803.81
"2014/11/30 140:0:0", 23.85, 0.92, 21.00, 803.63
"2014/11/30 140:0:0", 23.85, 0.92, 21.00, 803.72
"2014/11/30 140:0:0", 23.86, 0.92, 21.00, 803.55
"2014/11/30 140:0:0", 23.87, 0.92, 21.00, 803.63
"2014/11/30 140:0:0", 23.87, 0.92, 21.00, 803.63
"2014/11/30 140:0:0", 23.88, 0.92, 21.00, 803.81
"2014/11/30 140:0:0", 23.89, 0.92, 21.00, 803.72
"2014/11/30 140:0:0", 23.90, 0.92, 21.00, 803.72
"2014/11/30 140:0:0", 23.90, 0.92, 21.00, 803.55
"2014/11/30 140:0:0", 23.91, 0.92, 20.00, 803.72
"2014/11/30 140:0:0", 23.92, 0.92, 20.00, 803.63
"2014/11/30 140:0:0", 23.93, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 23.93, 0.92, 20.00, 803.37
"2014/11/30 140:0:0", 23.93, 0.92, 20.00, 803.72
"2014/11/30 140:0:0", 23.93, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 23.94, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 23.94, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 23.94, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 23.94, 0.92, 20.00, 803.99
"2014/11/30 140:0:0", 23.94, 0.92, 20.00, 803.63
"2014/11/30 140:0:0", 23.94, 0.92, 20.00, 803.99
"2014/11/30 140:0:0", 23.95, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 23.96, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 23.96, 0.92, 20.00, 803.46
"2014/11/30 140:0:0", 23.97, 0.92, 20.00, 803.55
"2014/11/30 140:0:0", 23.96, 0.92, 20.00, 803.72
"2014/11/30 140:0:0", 23.96, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 23.97, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 23.98, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 23.98, 0.92, 20.00, 803.99
"2014/11/30 140:0:0", 23.99, 0.92, 20.00, 803.72
"2014/11/30 140:0:0", 23.99, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 24.00, 0.92, 20.00, 803.63
"2014/11/30 140:0:0", 23.99, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 23.99, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 24.00, 0.92, 20.00, 803.63
"2014/11/30 140:0:0", 24.01, 0.92, 20.00, 803.55
"2014/11/30 140:0:0", 24.00, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 24.00, 0.92, 20.00, 803.99
"2014/11/30 140:0:0", 24.00, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 24.01, 0.92, 20.00, 803.90
"2014/11/30 140:0:0", 24.01, 0.92, 20.00, 803.99
"2014/11/30 140:0:0", 24.01, 0.92, 20.00, 803.81
"2014/11/30 140:0:0", 24.02, 0.92, 20.00, 803.63
"2014/11/30 140:0:0", 24.02, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.02, 0.92, 20.00, 803.90
"2014/11/31 140:0:0", 24.03, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.03, 0.92, 20.00, 803.90
"2014/11/31 140:0:0", 24.04, 0.92, 20.00, 803.90
"2014/11/31 140:0:0", 24.05, 0.92, 20.00, 803.90
"2014/11/31 140:0:0", 24.06, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.07, 0.92, 21.00, 803.72
"2014/11/31 140:0:0", 24.07, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.07, 0.92, 20.00, 803.55
"2014/11/31 140:0:0", 24.08, 0.92, 21.00, 803.63
"2014/11/31 140:0:0", 24.08, 0.92, 21.00, 803.72
"2014/11/31 140:0:0", 24.09, 0.92, 21.00, 803.55
"2014/11/31 140:0:0", 24.09, 0.92, 21.00, 803.46
"2014/11/31 140:0:0", 24.09, 0.92, 21.00, 803.81
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.11, 0.92, 20.00, 803.46
"2014/11/31 140:0:0", 24.11, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.11, 0.92, 20.00, 803.55
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.46
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.13, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.13, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.11, 0.92, 20.00, 803.99
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.46
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.55
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.55
"2014/11/31 140:0:0", 24.12, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.11, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.46
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.99
"2014/11/31 140:0:0", 24.08, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.46
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.46
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.63
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.81
"2014/11/31 140:0:0", 24.08, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.08, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.09, 0.92, 20.00, 803.72
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.55
"2014/11/31 140:0:0", 24.10, 0.92, 20.00, 803.37
"2014/11/31 140:0:0", 24.10, 0.92, 21.00, 803.46
"2014/11/31 140:0:0", 24.09, 0.92, 21.00, 803.72
"2014/11/31 140:0:0", 24.09, 0.92, 21.00, 803.63
"2014/11/32 140:0:0", 24.08, 0.92, 21.00, 803.63
"2014/11/32 140:0:0", 24.08, 0.92, 21.00, 803.55
"2014/11/32 140:0:0", 24.07, 0.92, 21.00, 803.90
"2014/11/32 140:0:0", 24.07, 0.92, 21.00, 803.72
"2014/11/32 140:0:0", 24.07, 0.92, 21.00, 803.63
"2014/11/32 140:0:0", 24.07, 0.92, 21.00, 803.55
"2014/11/32 140:0:0", 24.07, 0.92, 21.00, 803.63
"2014/11/32 140:0:0", 24.06, 0.92, 21.00, 803.46
"2014/11/32 140:0:0", 24.05, 0.92, 21.00, 803.72
"2014/11/32 140:0:0", 24.04, 0.92, 21.00, 803.55
"2014/11/32 140:0:0", 24.04, 0.92, 21.00, 803.63
"2014/11/32 140:0:0", 24.05, 0.92, 21.00, 803.72
"2014/11/32 140:0:0", 24.04, 0.92, 21.00, 803.72
"2014/11/32 140:0:0", 24.05, 0.92, 21.00, 803.46
"2014/11/32 140:0:0", 24.05, 0.92, 21.00, 803.81
"2014/11/32 140:0:0", 24.02, 0.92, 20.00, 804.08
"2014/11/32 140:0:0", 24.03, 0.92, 20.00, 803.81
"2014/11/32 140:0:0", 24.04, 0.92, 20.00, 803.63
"2014/11/32 140:0:0", 24.04, 0.92, 20.00, 803.55
"2014/11/32 140:0:0", 24.04, 0.92, 20.00, 803.63
"2014/11/32 140:0:0", 24.04, 0.92, 20.00, 803.72
"2014/11/32 140:0:0", 24.03, 0.92, 20.00, 803.72
"2014/11/32 140:0:0", 24.03, 0.92, 20.00, 803.72
"2014/11/32 140:0:0", 24.03, 0.92, 20.00, 803.46
"2014/11/32 140:0:0", 24.04, 0.92, 20.00, 803.63
